
#mass,time,cycles,
0.095,24.79,30
0.095,24.77,30
0.095,24.85,30
0.09,16.07,20
0.09,16.1,20
0.09,16.12,20
0.08,15.16,20
0.08,15.19,20
0.08,15.24,20
0.075,22.17,30
0.075,22.1,30
0.075,22.18,30
0.07,14.3,20
0.07,14.28,20
0.07,14.26,20
0.06,13.2,20
0.06,13.21,20
0.06,13.17,20
0.055,18.98,30
0.055,19,30
0.055,19,30
0.05,12.13,20
0.05,12.09,20
0.05,12.17,20
